Unnamed: 0,Bonus_miles,ID#,clust,cc1_miles,cc2_miles,cc3_miles
2604,62224,2623,3,5,1,1
2605,3250,2624,1,1,1,1
2606,10986,2625,1,2,1,1
2607,1747,2626,1,1,1,1
2608,54625,2627,3,4,1,1
2609,3577,2628,1,1,1,1
2610,2000,2629,1,1,1,1
2611,4875,2630,1,1,1,1
2612,51580,2631,3,4,1,1
2613,1900,2632,1,1,1,1
2614,17683,2633,3,3,1,1
2615,63827,2634,3,5,1,1
2616,0,2635,1,1,1,1
2617,6252,2636,1,2,1,1
2618,335,2637,1,1,1,1
2619,475,2638,1,1,1,1
2620,8114,2640,1,1,1,1
2621,30208,2641,3,2,1,1
2622,0,2642,1,1,1,1
2623,13619,2643,1,3,1,1
2624,0,2644,1,1,1,1
2625,2500,2645,1,1,1,1
2626,500,2646,1,1,1,1
2627,2644,2647,1,1,1,1
2628,3344,2648,1,1,1,1
2629,3406,2649,1,1,1,1
2630,50,2650,1,1,1,1
2631,3388,2651,1,1,1,1
2632,5580,2652,1,2,1,1
2633,1220,2653,1,1,1,1
2634,0,2654,1,1,1,1
2635,9000,2655,1,1,1,1
2636,130,2656,1,1,1,1
2637,3500,2657,1,1,1,1
2638,64949,2658,3,5,1,1
2639,42410,2659,3,4,1,1
2640,0,2660,1,1,1,1
2641,27102,2661,1,3,1,1
2642,17760,2662,3,3,1,1
2643,400,2663,1,1,1,1
2644,13952,2664,3,3,1,1
2645,25706,2665,3,4,1,1
2646,13681,2666,1,2,1,1
2647,41315,2667,3,4,1,1
2648,1854,2668,1,1,1,1
2649,140,2669,1,1,1,1
2650,1000,2670,1,1,1,1
2651,44191,2671,3,4,1,1
2652,35304,2672,3,3,1,1
2653,16876,2673,3,3,1,1
2654,3750,2674,1,1,1,1
2655,1130,2675,1,1,1,1
2656,14350,2676,0,1,1,1
2657,37682,2677,3,4,1,1
2658,2528,2678,1,1,1,1
2659,2210,2679,1,1,1,1
2660,4500,2680,1,1,1,1
2661,17131,2681,1,1,1,1
2662,13338,2682,1,2,1,1
2663,6317,2683,1,2,1,1
2664,24295,2684,1,3,1,1
2665,55027,2685,3,5,1,1
2666,1450,2686,1,1,1,1
2667,13993,2687,1,3,1,1
2668,6208,2688,1,2,1,1
2669,1875,2689,1,1,1,1
2670,44783,2690,3,4,1,1
2671,5075,2691,1,1,1,1
2672,14941,2692,0,1,1,1
2673,19314,2693,0,1,1,1
2674,57404,2694,2,4,2,1
2675,5375,2695,1,1,1,1
2676,4478,2696,0,1,1,1
2677,20310,2697,1,3,1,1
2678,0,2698,1,1,1,1
2679,0,2699,1,1,1,1
2680,0,2700,1,1,1,1
2681,1375,2701,1,1,1,1
2682,3679,2702,1,1,1,1
2683,12515,2703,3,3,1,1
2684,16726,2704,3,3,1,1
2685,36986,2705,3,4,1,1
2686,5964,2706,1,2,1,1
2687,9463,2707,1,2,1,1
2688,0,2708,1,1,1,1
2689,14714,2709,3,3,1,1
2690,23503,2710,3,3,1,1
2691,9075,2711,1,2,1,1
2692,500,2712,1,1,1,1
2693,56780,2713,3,5,1,1
2694,495,2714,1,1,1,1
2695,0,2715,1,1,1,1
2696,31000,2717,0,1,1,1
2697,12483,2719,1,3,1,1
2698,4300,2720,1,1,1,1
2699,10046,2721,1,2,1,1
2700,9744,2722,1,2,1,1
2701,19665,2723,1,3,1,1
2702,445,2724,1,1,1,1
2703,320,2725,1,1,1,1
2704,2745,2726,1,1,1,1
2705,3700,2727,1,1,1,1
2706,700,2728,1,1,1,1
2707,0,2729,1,1,1,1
2708,2125,2730,1,1,1,1
2709,72318,2731,0,4,1,1
2710,1729,2732,1,1,1,1
2711,30752,2733,3,4,1,1
2712,781,2734,1,1,1,1
2713,800,2735,1,1,1,1
2714,1660,2736,1,1,1,1
2715,73665,2737,3,5,1,1
2716,1726,2738,1,1,1,1
2717,20291,2739,1,3,1,1
2718,10722,2740,1,1,1,1
2719,1000,2741,1,1,1,1
2720,27460,2742,1,1,1,1
2721,3517,2743,1,1,1,1
2722,11238,2744,3,2,1,1
2723,16617,2745,1,3,1,1
2724,1000,2746,1,1,1,1
2725,25053,2747,3,3,1,1
2726,9094,2748,1,1,1,1
2727,24779,2749,3,3,1,1
2728,52700,2750,3,4,1,1
2729,44283,2751,3,4,1,1
2730,34007,2752,3,4,1,1
2731,57382,2753,3,5,1,1
2732,6500,2754,0,1,1,1
2733,0,2755,1,1,1,1
2734,0,2756,1,1,1,1
2735,3675,2757,1,1,1,1
2736,24928,2758,1,3,1,1
2737,18156,2759,3,3,1,1
2738,10597,2760,1,1,1,1
2739,22666,2761,1,3,1,1
2740,50272,2762,3,4,1,1
2741,7889,2763,2,1,2,1
2742,18303,2764,3,3,1,1
2743,40397,2765,3,4,1,1
2744,0,2766,1,1,1,1
2745,2000,2767,1,1,1,1
2746,0,2768,1,1,1,1
2747,9198,2769,0,1,1,1
2748,18678,2770,1,1,1,1
2749,420,2771,1,1,1,1
2750,14086,2772,1,3,1,1
2751,9030,2773,0,1,1,1
2752,43071,2774,3,3,1,1
2753,23068,2775,3,3,1,1
2754,700,2776,1,1,1,1
2755,220,2777,1,1,1,1
2756,952,2778,1,1,1,1
2757,22598,2779,1,3,1,1
2758,3150,2780,1,1,1,1
2759,3993,2781,1,1,1,1
2760,5780,2782,1,1,1,1
2761,29782,2783,3,4,1,1
2762,2475,2784,1,1,1,1
2763,1600,2785,1,1,1,1
2764,23392,2786,3,1,1,1
2765,17868,2787,1,3,1,1
2766,41704,2788,3,4,1,1
2767,18012,2789,1,3,1,1
2768,3422,2790,1,1,1,1
2769,400,2791,1,1,1,1
2770,0,2792,1,1,1,1
2771,33836,2793,3,4,1,1
2772,15000,2794,1,1,1,1
2773,9113,2795,1,2,1,1
2774,24279,2796,1,3,1,1
2775,52429,2797,0,4,1,1
2776,500,2798,1,1,1,1
2777,26682,2799,1,3,1,1
2778,6147,2800,1,1,1,1
2779,14159,2801,1,3,1,1
2780,41048,2802,3,4,1,1
2781,0,2803,1,1,1,1
2782,2500,2804,1,1,1,1
2783,34495,2805,3,3,1,1
2784,18992,2806,1,3,1,1
2785,13421,2807,1,3,1,1
2786,0,2808,1,1,1,1
2787,150,2809,1,1,1,1
2788,2650,2810,1,1,1,1
2789,18248,2811,0,1,1,1
2790,0,2812,1,1,1,1
2791,27904,2813,3,3,1,1
2792,12463,2814,3,3,1,1
2793,0,2815,1,1,1,1
2794,11512,2816,3,3,1,1
2795,7011,2817,1,2,1,1
2796,1600,2818,1,1,1,1
2797,22571,2819,1,3,1,1
2798,0,2820,1,1,1,1
2799,645,2821,1,1,1,1
2800,0,2822,1,1,1,1
2801,1250,2823,1,1,1,1
2802,69237,2824,0,4,1,1
2803,4000,2825,1,1,1,1
2804,17332,2826,1,2,1,1
2805,2750,2827,1,1,1,1
2806,35151,2828,3,4,1,1
2807,500,2829,1,1,1,1
2808,18405,2830,1,3,1,1
2809,2773,2831,1,1,1,1
2810,11595,2832,1,3,1,1
2811,4985,2833,1,1,1,1
2812,0,2834,1,1,1,1
2813,6485,2835,1,2,1,1
2814,0,2836,1,1,1,1
2815,39810,2837,3,4,1,1
2816,11556,2838,1,3,1,1
2817,5598,2839,1,1,1,1
2818,0,2840,1,1,1,1
2819,32108,2841,3,4,1,1
2820,51234,2842,3,5,1,1
2821,56281,2843,3,4,1,1
2822,18315,2844,0,3,1,1
2823,9500,2845,1,1,1,1
2824,9402,2846,1,2,1,1
2825,0,2847,1,1,1,1
2826,2,2848,1,1,1,1
2827,0,2849,1,1,1,1
2828,200,2850,1,1,1,1
2829,8228,2851,1,2,1,1
2830,2250,2852,1,1,1,1
2831,89360,2853,3,5,1,1
2832,18957,2854,1,3,1,1
2833,1000,2855,1,1,1,1
2834,2100,2856,1,1,1,1
2835,500,2857,1,1,1,1
2836,4091,2858,1,1,1,1
2837,0,2859,1,1,1,1
2838,15000,2860,1,1,1,1
2839,46165,2861,3,4,1,1
2840,200622,2862,3,1,1,1
2841,1000,2863,1,1,1,1
2842,22397,2864,1,3,1,1
2843,1300,2865,1,1,1,1
2844,22276,2866,1,3,1,1
2845,11850,2867,1,1,1,1
2846,12279,2868,1,3,1,1
2847,7627,2869,1,2,1,1
2848,0,2870,1,1,1,1
2849,31989,2871,3,4,1,1
2850,18250,2872,1,1,1,1
2851,675,2873,1,1,1,1
2852,7247,2874,1,2,1,1
2853,86952,2875,3,4,1,2
2854,49146,2876,3,4,1,1
2855,500,2877,1,1,1,1
2856,27538,2878,3,3,1,1
2857,1625,2879,1,1,1,1
2858,0,2880,1,1,1,1
2859,440,2881,1,1,1,1
2860,90,2882,1,1,1,1
2861,8229,2883,1,2,1,1
2862,7917,2884,1,2,1,1
2863,0,2885,1,1,1,1
2864,14404,2886,3,3,1,1
2865,14809,2887,1,3,1,1
2866,10595,2888,3,2,1,1
2867,0,2889,1,1,1,1
2868,4100,2890,1,1,1,1
2869,11943,2891,1,3,1,1
2870,5000,2892,1,1,1,1
2871,11297,2893,1,2,1,1
2872,3750,2894,1,1,1,1
2873,300,2895,1,1,1,1
2874,0,2896,1,1,1,1
2875,2025,2897,1,1,1,1
2876,0,2898,1,1,1,1
2877,2875,2899,1,1,1,1
2878,7300,2900,1,1,1,1
2879,500,2901,1,1,1,1
2880,23163,2902,1,3,1,1
2881,4200,2903,1,1,1,1
2882,55567,2904,3,5,1,1
2883,2375,2905,1,1,1,1
2884,2986,2906,1,1,1,1
2885,16359,2907,1,3,1,1
2886,0,2908,1,1,1,1
2887,15766,2909,3,3,1,1
2888,34282,2910,0,3,1,1
2889,40234,2911,3,3,1,1
2890,9704,2912,1,2,1,1
2891,10550,2913,1,1,1,1
2892,64517,2914,3,4,1,1
2893,500,2915,1,1,1,1
2894,0,2916,1,1,1,1
2895,57114,2917,3,5,1,1
2896,0,2918,1,1,1,1
2897,16366,2919,3,3,1,1
2898,800,2920,1,1,1,1
2899,50255,2921,3,5,1,1
2900,400,2922,1,1,1,1
2901,1600,2923,1,1,1,1
2902,23007,2924,1,3,1,1
2903,2900,2925,0,1,1,1
2904,5796,2926,1,2,1,1
2905,29816,2927,3,4,1,1
2906,5165,2928,2,1,2,1
2907,1507,2929,1,1,1,1
2908,1010,2930,1,1,1,1
2909,1000,2931,1,1,1,1
2910,5760,2932,1,1,1,1
2911,230,2933,1,1,1,1
2912,0,2934,1,1,1,1
2913,17001,2935,3,3,1,1
2914,24356,2936,3,3,1,1
2915,6589,2937,1,2,1,1
2916,34664,2938,1,1,1,1
2917,3119,2939,1,1,1,1
2918,29226,2940,3,4,1,1
2919,100,2941,1,1,1,1
2920,11843,2942,1,3,1,1
2921,3463,2943,1,1,1,1
2922,4437,2944,1,1,1,1
2923,6817,2945,1,1,1,1
2924,24667,2946,3,3,1,1
2925,68315,2947,3,5,1,1
2926,60,2948,1,1,1,1
2927,29227,2949,3,4,1,1
2928,1500,2950,1,1,1,1
2929,11540,2951,1,3,1,1
2930,10144,2952,1,2,1,1
2931,7041,2953,1,1,1,1
2932,31922,2954,3,4,1,1
2933,9068,2955,1,2,1,1
2934,60315,2956,3,5,1,1
2935,8698,2957,1,2,1,1
2936,140,2958,1,1,1,1
2937,5000,2959,1,1,1,1
2938,61894,2960,3,4,1,1
2939,0,2961,1,1,1,1
2940,0,2962,1,1,1,1
2941,24862,2963,1,3,1,1
2942,18908,2964,3,3,1,1
2943,4850,2965,1,1,1,1
2944,3606,2966,1,1,1,1
2945,1150,2967,1,1,1,1
2946,500,2968,1,1,1,1
2947,6600,2969,1,1,1,1
2948,5167,2970,1,1,1,1
2949,7069,2971,1,1,1,1
2950,4100,2972,1,1,1,1
2951,525,2973,1,1,1,1
2952,3558,2974,1,1,1,1
2953,855,2975,1,1,1,1
2954,3050,2976,1,1,1,1
2955,47717,2977,4,1,1,4
2956,28641,2978,3,3,1,1
2957,705,2979,1,1,1,1
2958,145,2980,1,1,1,1
2959,11639,2981,1,3,1,1
2960,18303,2982,1,3,1,1
2961,22370,2983,1,1,1,1
2962,42980,2984,3,4,1,1
2963,4642,2985,1,1,1,1
2964,13609,2986,3,3,1,1
2965,450,2987,1,1,1,1
2966,16368,2988,1,3,1,1
2967,9122,2989,2,1,2,1
2968,12885,2990,1,1,1,1
2969,1337,2991,1,1,1,1
2970,0,2992,1,1,1,1
2971,1850,2993,1,1,1,1
2972,2625,2994,1,1,1,1
2973,0,2995,1,1,1,1
2974,6000,2996,1,1,1,1
2975,17714,2997,3,3,1,1
2976,5858,2998,0,1,1,1
2977,6362,2999,1,1,1,1
2978,26334,3000,2,1,3,1
2979,13523,3001,1,3,1,1
2980,0,3002,1,1,1,1
2981,325,3003,1,1,1,1
2982,20333,3004,1,3,1,1
2983,11500,3005,1,1,1,1
2984,19350,3006,1,1,1,1
2985,34540,3007,3,4,1,1
2986,500,3008,1,1,1,1
2987,14000,3009,1,1,1,1
2988,11662,3010,1,3,1,1
2989,4773,3011,1,1,1,1
2990,80554,3012,3,5,1,1
2991,0,3013,1,1,1,1
2992,17878,3014,3,3,1,1
2993,51615,3015,3,3,1,1
2994,32551,3016,3,4,1,1
2995,17984,3017,3,3,1,1
2996,5491,3018,1,1,1,1
2997,1600,3019,1,1,1,1
2998,21715,3020,1,2,1,1
2999,24091,3021,2,1,3,1
3000,2500,3022,1,1,1,1
3001,50698,3023,3,5,1,1
3002,34832,3024,3,4,1,1
3003,710,3025,1,1,1,1
3004,510,3026,1,1,1,1
3005,2396,3027,1,1,1,1
3006,9712,3028,1,1,1,1
3007,9177,3029,1,1,1,1
3008,0,3030,1,1,1,1
3009,7681,3031,1,2,1,1
3010,5005,3032,1,1,1,1
3011,20372,3033,3,3,1,1
3012,0,3034,1,1,1,1
3013,3500,3035,1,1,1,1
3014,45526,3036,3,4,1,1
3015,68846,3037,3,4,1,1
3016,63796,3038,3,5,1,1
3017,115,3039,1,1,1,1
3018,20450,3040,1,1,1,1
3019,130,3041,1,1,1,1
3020,27703,3042,3,4,1,1
3021,44791,3043,3,3,1,1
3022,4920,3044,1,1,1,1
3023,5718,3045,1,1,1,1
3024,23773,3046,1,3,1,1
3025,0,3047,1,1,1,1
3026,0,3048,1,1,1,1
3027,7150,3049,1,1,1,1
3028,9623,3050,1,2,1,1
3029,947,3051,1,1,1,1
3030,29618,3052,3,4,1,1
3031,7573,3053,0,1,1,1
3032,68704,3054,3,5,1,1
3033,2725,3055,1,1,1,1
3034,90,3056,1,1,1,1
3035,5500,3057,1,1,1,1
3036,13619,3058,3,3,1,1
3037,6980,3059,3,2,1,1
3038,5647,3060,1,1,1,1
3039,100,3061,1,1,1,1
3040,4750,3062,0,1,1,1
3041,0,3063,1,1,1,1
3042,56208,3064,3,5,1,1
3043,7670,3065,1,1,1,1
3044,5000,3066,1,1,1,1
3045,0,3067,1,1,1,1
3046,935,3068,1,1,1,1
3047,4379,3069,1,1,1,1
3048,8502,3070,1,2,1,1
3049,10639,3071,1,2,1,1
3050,0,3072,1,1,1,1
3051,26666,3073,3,4,1,1
3052,1800,3074,1,1,1,1
3053,6313,3075,1,2,1,1
3054,300,3076,1,1,1,1
3055,21378,3077,1,3,1,1
3056,4000,3078,1,1,1,1
3057,23223,3079,3,3,1,1
3058,13653,3080,3,3,1,1
3059,0,3081,1,1,1,1
3060,3082,3082,1,1,1,1
3061,25598,3083,3,3,1,1
3062,47252,3084,3,4,1,1
3063,28670,3085,3,2,1,1
3064,290,3086,1,1,1,1
3065,0,3087,1,1,1,1
3066,0,3088,1,1,1,1
3067,18950,3089,1,3,1,1
3068,980,3090,1,1,1,1
3069,31001,3091,3,4,1,1
3070,11294,3092,3,2,1,1
3071,2975,3093,1,1,1,1
3072,0,3094,1,1,1,1
3073,29307,3095,3,4,1,1
3074,2691,3096,1,1,1,1
3075,1094,3097,1,1,1,1
3076,48276,3098,3,4,1,1
3077,2563,3099,1,1,1,1
3078,875,3100,1,1,1,1
3079,40826,3101,3,4,1,1
3080,11727,3102,1,2,1,1
3081,700,3103,1,1,1,1
3082,21181,3104,0,1,1,1
3083,2000,3105,1,1,1,1
3084,9655,3106,1,1,1,1
3085,0,3107,1,1,1,1
3086,7956,3108,1,2,1,1
3087,11029,3109,1,1,1,1
3088,25102,3110,3,3,1,1
3089,1340,3111,1,1,1,1
3090,3630,3112,1,1,1,1
3091,0,3113,1,1,1,1
3092,17117,3114,3,3,1,1
3093,3900,3115,0,1,1,1
3094,16453,3116,1,3,1,1
3095,174,3117,1,1,1,1
3096,34318,3118,0,3,1,1
3097,80,3119,1,1,1,1
3098,25688,3120,3,1,1,1
3099,1004,3121,1,1,1,1
3100,1750,3122,1,1,1,1
3101,7910,3123,1,2,1,1
3102,3125,3124,1,1,1,1
3103,36941,3125,3,4,1,1
3104,9050,3126,0,1,1,1
3105,11327,3127,0,1,1,1
3106,23375,3128,3,3,1,1
3107,335,3129,1,1,1,1
3108,6167,3130,1,1,1,1
3109,500,3131,1,1,1,1
3110,15415,3132,1,3,1,1
3111,14138,3133,1,3,1,1
3112,7843,3134,1,2,1,1
3113,40004,3135,3,4,1,1
3114,13955,3136,1,3,1,1
3115,2229,3137,1,1,1,1
3116,850,3138,1,1,1,1
3117,0,3139,1,1,1,1
3118,45403,3140,3,3,1,1
3119,23061,3141,1,2,1,1
3120,0,3142,1,1,1,1
3121,2702,3143,1,1,1,1
3122,500,3144,1,1,1,1
3123,0,3145,1,1,1,1
3124,1500,3146,1,1,1,1
3125,7658,3147,1,1,1,1
3126,6000,3148,1,1,1,1
3127,63759,3149,3,5,1,1
3128,190,3150,1,1,1,1
3129,19904,3151,3,3,1,1
3130,0,3152,1,1,1,1
3131,0,3153,1,1,1,1
3132,6211,3154,1,2,1,1
3133,34227,3155,0,3,1,1
3134,370,3156,1,1,1,1
3135,4200,3157,0,1,1,1
3136,54152,3158,3,4,1,1
3137,130647,3159,3,5,1,1
3138,1475,3160,1,1,1,1
3139,830,3161,1,1,1,1
3140,1250,3162,1,1,1,1
3141,2125,3163,1,1,1,1
3142,0,3164,1,1,1,1
3143,3250,3165,1,1,1,1
3144,1396,3166,1,1,1,1
3145,0,3167,1,1,1,1
3146,37668,3168,3,4,1,2
3147,40887,3169,3,4,1,1
3148,55865,3170,3,5,1,1
3149,53627,3171,3,5,1,1
3150,0,3172,1,1,1,1
3151,15323,3173,1,1,1,1
3152,0,3174,1,1,1,1
3153,10851,3175,1,3,1,1
3154,28334,3176,3,4,1,1
3155,6672,3177,2,1,2,1
3156,11082,3178,1,3,1,1
3157,2300,3179,1,1,1,1
3158,26810,3180,1,1,1,1
3159,240,3181,1,1,1,1
3160,13422,3182,0,2,1,1
3161,3614,3183,1,1,1,1
3162,3200,3184,1,1,1,1
3163,0,3185,1,1,1,1
3164,1375,3186,1,1,1,1
3165,20822,3187,0,1,1,1
3166,0,3188,1,1,1,1
3167,0,3189,1,1,1,1
3168,53065,3190,3,4,1,1
3169,2807,3191,1,1,1,1
3170,1500,3192,1,1,1,1
3171,13357,3193,3,3,1,1
3172,12902,3194,3,2,1,1
3173,21950,3195,3,3,1,1
3174,1058,3196,1,1,1,1
3175,5500,3197,1,1,1,1
3176,0,3198,1,1,1,1
3177,745,3199,1,1,1,1
3178,0,3200,1,1,1,1
3179,1725,3201,1,1,1,1
3180,5455,3202,1,1,1,1
3181,4337,3203,1,1,1,1
3182,4652,3204,0,1,1,1
3183,4566,3205,1,1,1,1
3184,200,3206,1,1,1,1
3185,34600,3207,3,4,1,1
3186,195,3208,1,1,1,1
3187,0,3209,1,1,1,1
3188,9634,3210,1,1,1,1
3189,550,3211,1,1,1,1
3190,8682,3212,1,2,1,1
3191,12311,3213,2,1,2,1
3192,115,3214,1,1,1,1
3193,3802,3215,1,1,1,1
3194,28100,3216,3,3,1,1
3195,3751,3217,1,1,1,1
3196,2692,3218,1,1,1,1
3197,2500,3219,1,1,1,1
3198,22073,3220,1,2,1,1
3199,31658,3221,3,4,1,1
3200,3250,3222,1,1,1,1
3201,13466,3223,1,3,1,1
3202,375,3224,1,1,1,1
3203,14971,3225,2,1,3,1
3204,14500,3226,1,1,1,1
3205,0,3227,1,1,1,1
3206,168,3228,1,1,1,1
3207,1875,3229,1,1,1,1
3208,485,3230,1,1,1,1
3209,16802,3231,1,3,1,1
3210,5539,3232,1,2,1,1
3211,5158,3233,1,1,1,1
3212,5824,3234,1,2,1,1
3213,17026,3235,1,3,1,1
3214,49484,3236,3,4,1,1
3215,0,3237,1,1,1,1
3216,3050,3238,1,1,1,1
3217,26210,3239,3,4,1,1
3218,27305,3240,3,3,1,1
3219,72905,3241,3,5,1,1
3220,625,3242,1,1,1,1
3221,2358,3243,1,1,1,1
3222,6600,3244,1,1,1,1
3223,21183,3245,1,1,1,1
3224,3920,3246,1,1,1,1
3225,4436,3247,1,1,1,1
3226,9846,3248,1,2,1,1
3227,0,3249,1,1,1,1
3228,800,3250,1,1,1,1
3229,0,3251,1,1,1,1
3230,12011,3252,1,1,1,1
3231,1250,3253,1,1,1,1
3232,0,3254,1,1,1,1
3233,0,3255,1,1,1,1
3234,9181,3256,1,1,1,1
3235,26161,3257,0,1,1,1
3236,23123,3258,3,3,1,1
3237,21157,3260,3,3,1,1
3238,90,3261,1,1,1,1
3239,1750,3262,1,1,1,1
3240,93,3263,1,1,1,1
3241,2319,3264,1,1,1,1
3242,872,3265,1,1,1,1
3243,150,3266,1,1,1,1
3244,500,3267,1,1,1,1
3245,9259,3268,1,2,1,1
3246,0,3269,1,1,1,1
3247,5125,3270,1,1,1,1
3248,600,3271,1,1,1,1
3249,54926,3272,0,4,1,1
3250,12472,3273,3,3,1,1
3251,18351,3274,1,3,1,1
3252,4400,3275,1,1,1,1
3253,0,3276,1,1,1,1
3254,0,3277,1,1,1,1
3255,23928,3278,0,2,1,1
3256,11564,3279,1,1,1,1
3257,4200,3280,1,1,1,1
3258,3445,3281,1,1,1,1
3259,3204,3282,1,1,1,1
3260,12350,3283,0,1,1,1
3261,59991,3284,3,5,1,1
3262,2300,3285,1,1,1,1
3263,22057,3286,3,3,1,1
3264,510,3287,1,1,1,1
3265,500,3288,1,1,1,1
3266,3475,3289,1,1,1,1
3267,5625,3290,1,1,1,1
3268,600,3291,1,1,1,1
3269,8942,3292,1,2,1,1
3270,10492,3293,3,3,1,1
3271,0,3294,1,1,1,1
3272,0,3295,1,1,1,1
3273,49364,3296,1,2,1,1
3274,2000,3297,1,1,1,1
3275,4950,3298,1,1,1,1
3276,0,3299,1,1,1,1
3277,0,3300,1,1,1,1
3278,33876,3301,3,4,1,1
3279,500,3302,1,1,1,1
3280,500,3303,1,1,1,1
3281,1500,3304,1,1,1,1
3282,17550,3305,0,1,1,1
3283,3100,3306,1,1,1,1
3284,17832,3307,1,1,1,1
3285,0,3308,1,1,1,1
3286,780,3309,1,1,1,1
3287,2125,3310,1,1,1,1
3288,550,3311,1,1,1,1
3289,300,3312,1,1,1,1
3290,29586,3313,3,3,1,1
3291,2220,3314,1,1,1,1
3292,50,3315,1,1,1,1
3293,65029,3316,3,5,1,1
3294,13441,3317,1,2,1,1
3295,2000,3318,1,1,1,1
3296,0,3319,1,1,1,1
3297,3650,3320,1,1,1,1
3298,23835,3321,3,3,1,1
3299,0,3322,1,1,1,1
3300,0,3323,1,1,1,1
3301,0,3324,1,1,1,1
3302,16207,3325,1,1,1,1
3303,0,3326,1,1,1,1
3304,34197,3327,3,4,1,1
3305,2375,3328,1,1,1,1
3306,4444,3329,1,1,1,1
3307,23456,3330,1,3,1,1
3308,1500,3331,1,1,1,1
3309,3500,3332,1,1,1,1
3310,5731,3333,1,1,1,1
3311,60090,3334,3,5,1,1
3312,5930,3335,1,1,1,1
3313,209,3336,1,1,1,1
3314,35099,3337,3,4,1,1
3315,69449,3338,3,5,1,1
3316,4750,3339,1,1,1,1
3317,0,3340,1,1,1,1
3318,23548,3341,1,3,1,1
3319,1050,3342,1,1,1,1
3320,3850,3343,1,1,1,1
3321,38812,3344,3,3,1,1
3322,7750,3345,1,1,1,1
3323,2472,3346,1,1,1,1
3324,0,3347,1,1,1,1
3325,22404,3348,3,3,1,1
3326,22432,3349,3,3,1,1
3327,2375,3350,1,1,1,1
3328,0,3351,1,1,1,1
3329,58475,3352,3,5,1,1
3330,1000,3353,1,1,1,1
3331,20700,3354,3,3,1,1
3332,600,3355,1,1,1,1
3333,1625,3356,1,1,1,1
3334,0,3357,1,1,1,1
3335,23122,3358,1,2,1,1
3336,13080,3359,1,3,1,1
3337,10534,3360,1,3,1,1
3338,84148,3361,4,1,1,5
3339,2000,3362,1,1,1,1
3340,5488,3363,1,1,1,1
3341,23755,3364,1,2,1,1
3342,125,3365,1,1,1,1
3343,16771,3366,1,3,1,1
3344,150,3367,1,1,1,1
3345,825,3368,1,1,1,1
3346,70403,3369,3,5,1,1
3347,1815,3370,1,1,1,1
3348,0,3371,1,1,1,1
3349,8253,3372,1,1,1,1
3350,0,3373,1,1,1,1
3351,4375,3374,1,1,1,1
3352,31357,3375,3,4,1,1
3353,20553,3376,1,3,1,1
3354,5208,3377,1,2,1,1
3355,0,3378,1,1,1,1
3356,36375,3379,3,4,1,1
3357,9295,3380,1,2,1,1
3358,255,3381,1,1,1,1
3359,6990,3382,2,1,2,1
3360,2100,3383,1,1,1,1
3361,2135,3384,1,1,1,1
3362,21014,3385,0,3,1,1
3363,6050,3386,1,1,1,1
3364,1875,3387,1,1,1,1
3365,16165,3388,1,1,1,1
3366,48700,3389,3,1,1,1
3367,10587,3390,2,1,3,1
3368,0,3391,1,1,1,1
3369,11612,3392,1,2,1,1
3370,0,3393,1,1,1,1
3371,0,3394,1,1,1,1
3372,0,3395,1,1,1,1
3373,0,3396,1,1,1,1
3374,0,3397,1,1,1,1
3375,14734,3398,3,3,1,1
3376,2719,3399,1,1,1,1
3377,4000,3400,1,1,1,1
3378,0,3401,1,1,1,1
3379,3850,3402,1,1,1,1
3380,350,3403,1,1,1,1
3381,1500,3404,1,1,1,1
3382,39983,3405,1,3,1,1
3383,4167,3406,1,1,1,1
3384,15803,3407,1,3,1,1
3385,100,3408,1,1,1,1
3386,1128,3409,1,1,1,1
3387,9612,3410,1,2,1,1
3388,4977,3411,1,1,1,1
3389,2500,3412,1,1,1,1
3390,4752,3413,1,1,1,1
3391,2100,3414,1,1,1,1
3392,7834,3415,1,1,1,1
3393,24617,3416,1,3,1,1
3394,3725,3417,1,1,1,1
3395,0,3418,1,1,1,1
3396,25860,3419,3,4,1,1
3397,56111,3420,3,5,1,1
3398,3289,3421,1,1,1,1
3399,5250,3422,1,1,1,1
3400,2350,3423,1,1,1,1
3401,3950,3424,1,1,1,1
3402,350,3425,1,1,1,1
3403,3450,3426,1,1,1,1
3404,3300,3427,1,1,1,1
3405,4403,3428,1,1,1,1
3406,16011,3429,1,1,1,1
3407,4250,3430,1,1,1,1
3408,4010,3431,1,1,1,1
3409,5739,3432,1,1,1,1
3410,160,3433,1,1,1,1
3411,71728,3434,3,5,1,1
3412,0,3435,1,1,1,1
3413,15086,3436,1,1,1,1
3414,500,3437,1,1,1,1
3415,2750,3438,1,1,1,1
3416,2375,3439,1,1,1,1
3417,37766,3440,0,4,1,1
3418,3500,3441,1,1,1,1
3419,26299,3442,1,1,1,1
3420,7625,3443,1,1,1,1
3421,14500,3444,1,1,1,1
3422,1300,3445,1,1,1,1
3423,5043,3446,1,1,1,1
3424,42497,3447,3,4,1,1
3425,39760,3448,3,4,1,1
3426,1750,3449,1,1,1,1
3427,1400,3450,1,1,1,1
3428,2350,3451,1,1,1,1
3429,84215,3452,0,5,1,1
3430,1831,3453,1,1,1,1
3431,15779,3454,1,3,1,1
3432,10500,3455,1,1,1,1
3433,6654,3456,1,1,1,1
3434,1644,3457,1,1,1,1
3435,1500,3458,1,1,1,1
3436,9015,3459,1,2,1,1
