,Cherry,Mango,Banana,Guava,Litchi,Wastage
2042,42608,36203,27825,11070,5117,33967
2043,48747,5203,44803,45614,27589,17621
2044,35028,44860,23229,8887,30771,12645
2045,34782,40921,12856,22222,11113,20656
2046,18574,11263,13048,26610,30573,37868
2047,6609,46571,46736,37322,43430,49936
2048,9872,30265,31140,38747,34478,22794
2049,49127,38249,43167,13897,48264,46563
2050,43904,5553,34831,46366,36273,20083
2051,34095,48909,18397,31256,7732,12851
2052,40681,26209,42035,34571,31622,6575
2053,23301,49962,42318,10664,10933,17757
2054,36899,37972,2456,36743,44380,14684
2055,46953,32773,14126,26816,35619,18292
2056,21639,33762,5392,17031,5413,8635
2057,11053,12928,6289,16380,12984,48406
2058,14187,17502,17608,20969,14438,39475
2059,45267,23481,47057,40879,41638,35099
2060,25516,48737,26994,6902,43354,20306
2061,12006,36782,32263,30943,35419,21578
2062,37008,5560,25216,47397,12361,41180
2063,17243,48910,30274,37221,32204,27392
2064,32271,20550,828,42088,42801,43928
2065,16955,43947,42574,20413,34742,18443
2066,16189,47202,47610,25641,32509,10438
2067,25366,14273,10668,49182,8958,13307
2068,44370,49115,29341,44361,36084,45368
2069,17719,36313,17402,21046,29260,47313
2070,15582,7775,13823,43567,43224,44673
2071,45746,39444,42578,39533,15827,41148
2072,28854,19379,39794,42360,35356,24745
2073,21581,16011,14449,34701,20481,47208
2074,29305,26648,35286,43801,44953,38605
2075,9041,29829,15431,32641,48302,12284
2076,40831,32487,38031,15324,29007,10038
2077,25371,36026,30522,11754,17812,26961
2078,38063,26331,31545,12149,19669,35513
2079,34195,36847,32101,31823,44468,7219
2080,13652,32606,13634,24624,5062,10932
2081,5472,46901,20226,32413,7305,22443
2082,21902,39591,3928,15782,26805,48034
2083,14350,13715,37342,22213,12743,47931
2084,43219,45272,41033,20560,5375,35653
2085,28013,23127,48273,32439,18963,40775
2086,20479,38836,19806,14199,36328,39803
2087,37809,16349,46074,9978,37920,49472
2088,11043,19687,43873,17304,7382,47917
2089,11139,36853,29536,21290,41190,37938
2090,31991,25796,15854,21129,36356,14580
2091,43842,22533,49913,36392,42122,6943
2092,15181,9831,44083,25762,13081,15290
2093,14292,40809,12702,7368,44670,45985
2094,42623,19634,19922,45098,26823,44025
2095,35941,24475,40285,35881,35297,32178
2096,23499,22669,40475,20157,48713,19070
2097,20134,41977,17515,26788,17638,16513
2098,6649,6538,11318,29364,40414,36010
2099,30574,14920,30439,12214,44842,48500
2100,25722,28052,5044,30013,33626,11152
2101,10848,9996,39269,20046,33348,20886
2102,18086,39908,14141,5168,9373,41427
2103,42647,44044,38474,21210,12092,34950
2104,35993,28596,35296,6853,29395,7975
2105,10606,26182,43257,7620,18039,9146
2106,8430,19725,11331,38902,26390,29666
2107,22939,39764,29100,36564,27483,29204
2108,38825,14804,26654,27169,29149,32529
2109,29712,31454,29986,42370,21096,12792
2110,43848,48395,12489,48270,20159,49027
2111,30801,36427,13982,43385,19706,39593
2112,27838,9498,29460,48649,28172,20452
2113,13492,40644,32626,48178,10537,30187
2114,12301,20851,41369,35050,14348,45133
2115,16455,32356,34844,35369,49471,49347
2116,45562,15726,10123,29746,6048,43128
2117,21373,5000,42643,25732,21936,16519
2118,45490,25875,41292,31835,11511,37866
2119,33707,34390,5640,7430,43620,47831
2120,27411,46403,39918,23866,48390,10531
2121,25302,31606,4697,46920,16509,37237
2122,6132,25069,14397,44416,8780,32994
2123,6962,26216,31299,23625,13050,11373
2124,43065,10132,11425,42776,40218,29111
2125,35914,45883,19027,31538,33599,28227
2126,32772,48020,45784,49723,27191,27912
2127,31769,29628,6952,44764,49360,12447
2128,22489,49998,36355,8445,31537,16673
2129,18864,12530,48957,12010,33187,36486
2130,44472,8769,9785,44035,37322,13371
2131,48363,44988,10068,17482,11433,21771
2132,14869,10674,27495,23865,29763,37289
2133,45844,10265,34380,43669,29518,14383
2134,46777,47436,45264,38285,32338,17164
2135,42180,43807,6906,6235,42724,33479
2136,12915,38704,35092,10295,36522,25844
2137,15779,38035,27241,46811,14337,39950
2138,26075,10078,15924,32889,18802,28060
2139,17077,48264,22014,28576,44619,34441
2140,41381,40104,47319,27814,16870,16679
2141,11135,43766,2771,13408,34641,48944
2142,31812,45772,23561,24875,28567,16342
2143,48549,17315,23947,42718,17118,27077
2144,25806,33792,34474,36213,31315,41486
2145,46777,15594,38429,22224,15043,42816
2146,46302,5973,21921,48460,24300,23454
2147,37730,41557,13386,45432,12544,39408
2148,45197,41101,13350,36429,18498,15849
2149,39263,12185,34555,7924,39464,6755
2150,28151,29620,37813,43468,47331,28282
2151,14402,21070,2411,31336,33877,30315
2152,6702,8474,3331,13835,39869,42540
2153,8861,8691,16129,13120,41339,9318
2154,34902,48492,1253,20734,41075,14990
2155,7443,5841,47255,43184,40170,7749
2156,30450,32168,24939,43717,6605,43527
2157,11414,9622,9970,11736,43703,7551
2158,19154,35406,28894,38076,31414,7522
2159,32967,39069,39702,23654,34414,19488
2160,17770,19436,28329,48192,19554,10410
2161,14690,34721,34365,44678,40704,42477
2162,29068,37761,48258,26294,30003,40568
2163,37136,17427,8857,19333,23196,6961
2164,16495,27787,17959,6115,49525,22678
2165,41526,18145,3177,26626,8085,46387
2166,8041,13910,10426,9321,30554,42285
2167,25333,29211,40657,7605,8291,42425
2168,15294,45447,45958,32518,29398,43975
2169,43267,30783,41529,43986,26942,46082
2170,9376,22543,35554,33412,48395,7943
2171,46291,45761,46544,43198,30333,22887
2172,5222,29243,34829,25942,15844,18081
2173,20656,25723,23185,11751,37216,44793
2174,46202,8778,26801,21327,32078,31833
2175,43576,26250,9471,16213,37207,41460
2176,25525,13969,1015,36590,29627,36089
2177,17030,21952,9924,17755,32865,35057
2178,11430,13557,19805,46486,30329,26751
2179,42957,49671,48571,31748,26457,21952
2180,18956,25058,11024,44245,45791,28684
2181,5670,47277,19839,12854,7432,14024
2182,7264,49973,2683,29739,36993,25273
2183,9856,14412,19641,33515,49018,13623
2184,26429,23567,19023,20009,38523,34447
2185,44131,20425,34683,37912,49305,21028
2186,13332,13724,46881,17786,24315,9399
2187,25226,43642,24152,34186,30982,27018
2188,7782,7662,27077,13773,19576,27550
2189,48856,27052,22738,16049,8948,15279
2190,36245,19251,38200,14926,5829,11487
2191,14315,36297,36576,21821,12763,30702
2192,28603,41427,24784,8963,22917,37035
2193,42447,17584,16329,32034,13425,19442
2194,25911,36274,15988,25793,5453,40864
2195,19604,39891,19362,32502,14356,17173
2196,49996,13219,10362,5066,22576,43780
2197,19984,48259,949,34820,29586,20853
2198,9986,20610,40617,10815,48716,48905
2199,11375,15705,48955,23740,31161,40767
2200,47358,39781,9949,36258,30434,40548
2201,16177,24258,6271,5682,30341,42924
2202,37769,26892,39458,39917,21311,41683
2203,48752,24097,45107,42823,12823,21898
2204,11552,7068,46287,34168,34141,25189
2205,44269,18583,20333,16161,28540,34094
2206,44489,30899,31214,26240,20661,37122
2207,29462,15049,1848,22219,38243,37464
2208,36496,33665,6197,24455,35724,47978
2209,44968,40842,20844,37602,46704,30980
2210,36387,25506,45046,45796,8293,46332
2211,31790,16955,12702,5480,7458,21982
2212,29900,39629,696,19758,34791,18865
2213,38071,15451,8581,6347,8061,23083
2214,25362,19620,17259,5595,20420,28041
2215,22441,42198,44777,37269,29925,39785
2216,45297,47641,39585,45284,9568,9018
2217,43013,31455,17374,14787,34954,9796
2218,43055,49284,23855,20603,5419,35194
2219,48927,48343,40226,5169,49184,34700
2220,49747,34719,34325,19054,25060,25065
2221,41266,48981,14553,37309,33134,18508
2222,32900,44915,29158,24569,30839,41240
2223,29543,44620,27490,30286,8278,31119
2224,24806,42895,3343,33024,14983,21664
2225,22990,12068,12339,36020,16035,9413
2226,7740,11373,16744,23295,37699,47265
2227,48926,6192,9866,31748,6901,25916
2228,41591,10297,40914,39590,48336,31713
2229,34865,46261,19535,5963,19468,47409
2230,23757,30654,44995,26871,5326,48425
2231,18631,46062,46982,17163,13690,31907
2232,12252,25739,44898,39392,47557,24752
2233,15840,17024,32207,23199,32796,18099
2234,24678,19974,25458,31672,35811,47703
2235,33709,22709,46240,29078,42985,43480
2236,38017,11878,4283,49702,9194,48410
2237,18448,17862,1924,25613,36254,45471
2238,7225,33249,34382,24099,11319,15893
2239,30529,45865,13947,40624,38397,28896
2240,49802,32215,45654,10983,48122,12146
2241,43317,39694,3072,37823,11883,23178
2242,7278,43879,23648,13413,40258,33332
2243,23392,22659,16087,9063,13785,5718
2244,6338,36815,975,14133,12450,33123
2245,45714,43958,7972,42365,28219,23734
2246,18722,37186,14656,47310,13884,39524
2247,9657,35845,15228,9245,39567,13336
2248,32385,25350,22607,26021,40047,9144
2249,12298,46174,16957,33945,42409,34512
2250,35213,44377,43021,29886,38685,35963
2251,38461,5921,26142,27331,10347,44023
2252,6662,17111,35208,26297,15247,11245
2253,19534,31352,49867,20103,49911,40790
2254,24252,20593,34194,34694,30281,38163
2255,36266,34781,5370,9374,19852,45206
2256,42164,29169,43376,23794,8074,29887
2257,15773,18132,21516,23819,23025,14592
2258,6065,20856,3837,6948,19233,45305
2259,12315,28483,40343,44958,47099,44676
2260,36800,6647,40451,18815,19276,29172
2261,44747,18726,29182,15431,49481,40861
2262,24037,32069,5682,15276,40730,49915
2263,37199,32882,26029,39837,34781,38372
2264,40253,29342,42480,38549,12213,29722
2265,23846,45555,13249,21214,8207,46122
2266,8650,24231,7315,8253,13160,36554
2267,22306,5440,3127,36736,25959,8629
2268,46266,26703,38156,9203,27711,25959
2269,49298,43720,2108,45830,44577,35871
2270,19653,9017,3397,46957,47737,24714
2271,42762,32555,42906,26156,31071,11653
2272,39660,36121,40146,45821,6527,26024
2273,28818,29999,41729,9824,24546,46517
2274,20865,7286,19513,20059,49979,25212
2275,18946,22103,25373,33729,28322,27877
2276,5127,32646,46461,19645,46498,28121
2277,17078,34574,23055,9843,23414,17274
2278,24290,27358,36617,38261,13717,31612
2279,31295,19144,8221,5661,26772,10361
2280,9587,14947,24158,13387,45558,48469
2281,9012,12089,20386,29595,38197,43025
2282,23259,8310,13439,27558,34201,5492
2283,40681,36090,18087,5090,40446,11653
2284,36488,15752,5053,38261,42927,45761
2285,21367,8519,31787,15599,49771,8070
2286,19175,6458,23216,40757,40754,41093
2287,17905,29585,6007,30022,19853,20335
2288,19128,5238,49753,6463,15668,27842
2289,33275,11179,17171,24654,44135,42589
2290,25292,36937,27480,41962,24609,42321
2291,25740,10850,46690,28869,32668,6832
2292,21498,15797,27891,48601,35619,11070
2293,21811,37342,21200,47323,6335,42856
2294,31352,49825,4479,41794,19995,15880
2295,30089,49664,19583,13740,38053,20474
2296,38188,18692,41051,28513,5491,41586
2297,46379,32901,12309,20480,12804,37379
2298,29538,33489,13988,36039,8457,29649
2299,44447,22000,36154,48991,40042,31242
2300,7276,9034,4910,14490,34774,25941
2301,41185,27401,23707,9943,10735,41008
2302,42598,10716,759,6040,8270,28159
2303,13123,49898,38188,38948,20447,30320
2304,20325,34255,44216,41268,16540,35895
2305,20530,47383,33968,39114,32102,36489
2306,18073,48259,13309,48062,10164,9783
2307,21645,39115,9802,42535,9874,15087
2308,23440,21441,20166,16558,18185,30933
2309,21480,49513,4452,18881,40035,30975
2310,42215,47109,1223,46702,36014,14641
2311,20491,24320,16854,11048,31225,21507
2312,26598,17102,36801,5946,10897,39242
2313,18086,8056,46028,17141,5346,6167
2314,5725,33269,11335,45274,27926,10215
2315,9326,36142,14327,7773,18745,38818
2316,39950,44554,26755,31278,32145,38446
2317,7173,27113,1619,20059,37249,31756
2318,7262,45228,9511,46758,37980,5352
2319,6054,49504,17299,8899,38335,36000
2320,28605,12697,17090,32549,18980,39492
2321,22562,23225,12433,39458,27275,35875
2322,21824,10135,30426,30455,25942,40223
2323,48979,39624,1820,22479,34622,45139
2324,43733,27632,25400,18769,35231,45735
2325,37968,10699,28055,43861,14025,5879
2326,10921,47066,49299,41385,24099,35279
2327,24261,34002,40780,42903,28581,16877
2328,10429,23823,29631,13831,30446,18702
2329,26554,23429,48797,27833,28519,6151
2330,28836,46445,20967,17990,28352,33862
2331,44054,40442,49238,44447,29192,31806
2332,24259,19669,25119,8171,34910,43865
2333,48193,10551,28663,44491,14730,37103
2334,11815,26096,2763,23169,37644,31261
2335,25899,46032,9421,5871,45480,10528
2336,16936,33807,49244,35497,28046,17163
2337,39168,17430,44211,41384,26418,18945
2338,32860,30085,10615,33234,41643,5880
2339,20090,35416,4365,28740,40968,24660
2340,21331,43022,25229,32673,49672,11172
2341,39634,18392,48388,24418,37116,7044
2342,49406,30845,32346,6846,28429,17267
2343,31449,16249,6549,35817,49588,39667
2344,20952,8647,27790,32553,30176,22676
2345,26548,43817,48004,40949,10446,39122
2346,42164,38252,7850,6320,14068,29596
2347,29551,40368,37417,27349,44292,13092
2348,43835,27595,12936,40268,42316,12009
2349,44202,7963,31576,22727,14008,25369
2350,30838,6398,24430,42449,11014,41922
2351,20363,49301,45118,24840,48451,27197
2352,20018,33891,27350,16869,27315,7442
2353,20083,47118,32782,25611,9777,17522
2354,40281,45578,36763,45048,39439,36480
2355,12030,25305,45836,24407,12879,5764
2356,41310,40538,25242,40577,41269,16579
2357,36015,29548,36715,45844,33121,33053
2358,31015,45557,23109,40008,45271,17503
2359,46069,10864,25523,21432,29613,28658
2360,6625,16780,31866,27482,43765,25709
2361,36874,11247,44695,11736,23286,23156
2362,42868,30893,43626,21854,28558,9495
2363,6815,27933,13570,33893,46262,41840
2364,6527,8489,43431,17228,15234,18719
2365,13542,48882,13777,18259,28568,21767
2366,9659,9576,25261,36690,25457,30875
2367,12854,24271,48586,10629,15356,43839
2368,28571,38299,30530,40580,39551,30164
2369,45821,7392,13925,34904,45810,25243
2370,38440,41864,47391,18275,26322,8044
2371,32634,43696,3337,36176,30715,16225
2372,22580,17374,19361,15578,47392,46028
2373,43835,26799,46797,14727,45882,8907
2374,44852,14792,34670,29396,36072,22039
2375,18021,43772,49035,8334,27822,13726
2376,5335,18547,48143,13937,15657,5079
2377,21263,21966,3000,25004,13788,43742
2378,28457,29160,12084,23334,5649,26028
2379,45404,40714,30230,12616,43682,32760
2380,13573,14518,13631,46235,17054,26170
2381,46649,26865,30710,23858,40925,35802
2382,10931,49220,26360,44531,7256,43941
2383,25564,14284,21976,39344,35325,5685
2384,18394,31558,27010,20920,46060,38470
2385,24452,12379,43334,13536,45367,5260
2386,15201,8895,18142,20176,46171,40575
2387,20470,25686,22880,45807,14960,32677
2388,48106,41739,37478,16649,17601,38594
2389,19771,22333,44396,13117,16681,37510
2390,12325,41238,37897,20166,36458,49950
2391,39919,20540,29335,5149,13270,35059
2392,33256,41848,7080,36955,31960,9779
2393,7391,31087,2532,7616,19566,40984
2394,49086,26776,30220,27277,30169,14432
2395,40007,28695,40510,33297,13110,48711
2396,23547,43938,18888,24710,44918,25938
2397,38482,17387,17226,31686,37418,48259
2398,12182,18460,48219,6980,41989,6785
2399,46423,30463,11197,39780,6693,22836
2400,11127,21572,27937,44720,13800,32230
2401,15925,28268,24588,25558,45728,6579
2402,21408,13622,35116,16204,24129,42773
2403,10925,11642,45691,45911,27163,31645
2404,48924,24525,33271,12997,32074,12431
2405,19158,6979,14326,26766,15577,24082
2406,33918,49167,32243,35470,9481,47149
2407,11373,47185,18603,8047,18765,24835
2408,25098,36062,14663,9434,42496,22752
2409,36785,29747,21918,42169,23547,43404
2410,7900,34858,27171,39192,38251,25582
2411,6140,38548,11048,8591,17089,28957
2412,13678,24941,13373,40119,27149,14157
2413,48705,40445,28110,23556,22701,28452
2414,40811,39953,24743,39901,12973,13233
2415,15239,38114,23998,45578,44829,23532
2416,29855,25613,19151,37100,9617,29173
2417,39856,8737,24519,17010,5764,19018
2418,31623,39036,48668,10646,30584,7984
2419,25621,14771,44921,20098,23696,17419
2420,48561,8770,48571,14125,42111,12486
2421,33388,35696,14037,48860,44984,18738
2422,32771,20069,42212,39793,45133,45022
2423,32696,48178,38950,9006,16609,14064
2424,31791,34193,42304,25240,8881,48024
2425,45440,7296,24930,14763,37972,25313
2426,40366,24600,21681,44678,48815,13447
2427,13317,42126,2305,42858,25085,32422
2428,8109,39595,39079,27872,14934,7974
2429,29586,27250,43360,7233,8643,27929
2430,38733,23467,4371,7634,36630,40629
2431,18195,10302,46179,41421,8191,29811
2432,26868,5017,4515,12708,41047,13411
2433,25984,19945,7982,18411,20098,5333
2434,40348,43682,35691,42377,21881,10189
2435,28884,31021,41073,9260,44874,23127
2436,33980,19637,27309,15665,5405,9940
2437,5505,29436,29299,31369,23095,48133
2438,44891,39506,18568,45728,15127,35336
2439,25769,29362,6333,7190,43535,10814
2440,32552,16744,18580,29559,29076,30352
2441,24953,24452,37001,6781,13607,46590
2442,29572,21935,34852,13323,17267,32372
2443,14064,22346,9684,45654,39765,36654
2444,16621,8870,18570,49022,20910,44686
2445,14293,19085,5406,21441,47026,6353
2446,46566,17862,30237,15091,13695,46123
2447,16621,24935,34117,30474,40326,20955
2448,17075,12236,2117,24978,34224,37041
2449,39181,35658,1108,8981,39987,12378
2450,22154,45071,13375,15291,26941,5896
2451,20559,18053,45087,11399,32583,23912
2452,19186,22191,17459,26885,28189,29690
2453,33334,44386,49058,49202,17201,23341
2454,14077,30952,31158,41351,9941,22819
2455,11916,20253,15912,32945,21599,8179
2456,41632,44790,13723,49535,10827,34359
2457,33363,8278,49520,9571,27656,40353
2458,45160,47399,1840,42843,37011,17113
2459,31310,22336,32441,14785,28536,16238
2460,8172,14681,27220,47575,15722,24080
2461,47181,45875,49457,44498,25880,15887
2462,17880,27198,16532,24859,43535,43211
2463,38758,28304,35221,28442,23806,13479
2464,31913,38366,46754,49879,21216,15183
2465,5180,47601,26922,15805,26840,14426
2466,10206,34451,46752,17318,49308,40313
2467,39349,18390,38294,38682,34683,25626
2468,14321,19163,34881,42314,9937,46551
2469,32737,8853,28983,20479,13319,48519
2470,31083,9115,43140,24767,37855,13892
2471,23604,38679,37202,45852,31777,42158
2472,32173,46473,44576,5399,33484,18265
2473,11416,47253,13964,38472,24578,29671
2474,33253,45680,43524,24934,10919,39241
2475,30241,49032,35007,28664,41076,27659
2476,27327,41893,42441,9876,39942,44696
2477,13640,31838,48414,15960,21315,15916
2478,24056,25729,7924,11855,42794,32775
2479,35210,18272,25501,28869,17045,32760
2480,5971,30191,22149,35263,38214,43869
2481,36448,13212,43475,48297,48757,28818
2482,24818,45198,42398,19759,12678,49222
2483,34708,24145,1652,46622,14703,46422
2484,39902,24391,40765,35753,42201,19282
2485,37120,16016,19283,9717,18472,39081
2486,5928,25195,39718,34613,25864,23942
2487,38138,14338,28964,36498,23692,29995
2488,6709,40287,46010,34219,23172,21123
2489,19668,27776,34322,18735,23792,47272
2490,31611,38809,41209,29065,30785,32584
2491,34772,49150,877,17115,33869,20569
2492,10405,39093,42784,26357,33767,20973
2493,12683,32358,15403,24453,45174,36494
2494,43702,19829,46240,43529,25650,39516
2495,22464,23628,35641,42256,10364,13887
2496,6507,40424,1623,8381,23275,43219
2497,30704,8221,26253,40081,31744,33518
2498,38743,46387,9501,30419,27319,41162
2499,36679,26719,1339,38267,22247,20581
2500,8076,24061,19620,33560,10270,38998
2501,43439,30962,43164,6755,9748,49884
2502,15058,44211,32930,45130,10620,28668
2503,37626,6363,45584,13274,42287,46614
2504,35116,30523,32684,7241,11268,12622
2505,40348,6011,7532,39236,5498,16625
2506,6564,19872,24097,19501,23483,22663
2507,5967,29175,4415,27318,14641,29799
2508,37020,34728,31842,29907,17267,17990
2509,11668,22728,25237,40215,45823,39913
2510,27426,12381,39264,25387,23437,21602
2511,32716,9402,14831,13187,27408,26120
2512,7869,42852,17955,11083,10902,10474
2513,43883,41346,25519,24657,22762,48004
2514,22302,44228,19215,17708,35282,19996
2515,44208,21833,40249,5381,35402,48020
2516,45261,30745,35071,10440,17864,17373
2517,24397,9278,39031,6527,41773,27629
2518,11703,24520,3832,40176,41986,14817
2519,30603,20863,41080,28475,9316,49198
2520,13357,40525,38063,28640,6431,42605
2521,10575,29265,34366,42793,31418,6755
2522,28529,27980,12416,6310,29400,36149
2523,13006,18590,43608,27417,24335,11316
2524,11062,17951,35423,15303,28621,12945
2525,45658,48244,25801,28589,23277,48633
2526,18488,37027,18733,27994,34878,25129
2527,21746,34554,43648,5273,27970,14154
2528,34191,19301,36060,22749,44055,7472
2529,27925,33216,21933,21657,22559,22146
2530,18898,19531,23799,16344,26106,15657
2531,35992,26264,46642,39160,30655,6851
2532,34640,18526,37568,35166,6184,42250
2533,7635,15792,23347,13413,27216,20383
2534,6584,18501,49680,27937,25015,41481
2535,43339,25465,48197,39019,22315,9631
2536,6122,14878,37359,45567,25996,39518
2537,15570,35003,43043,37862,49568,15958
2538,42450,13323,40232,45464,9738,36764
2539,7247,28595,32883,46872,43687,34213
2540,45961,35534,18267,38100,8044,22355
2541,38668,49994,48138,35512,43442,20881
2542,40658,21617,40035,16689,30055,7838
2543,14652,35693,35515,27305,6128,33739
2544,40964,31434,11120,10706,19826,16911
2545,19454,14680,35369,21628,37933,42085
2546,48649,22824,24613,46405,44090,10606
2547,41274,47239,16733,22133,16753,17446
2548,32584,20017,20489,27391,23689,8080
2549,34850,48753,3976,44857,49025,32824
2550,20241,48314,43983,20302,42418,44221
2551,31398,30490,10406,41329,39474,45697
2552,12786,35616,13593,25451,20598,19175
2553,19293,10315,30379,33568,24822,11829
2554,15716,10541,16757,23316,11260,44297
2555,38680,24874,33324,35428,23094,16831
2556,16238,18387,6197,23634,13766,42354
2557,21701,39728,14241,40553,48159,27796
2558,38478,41752,45975,11738,28200,22271
2559,8252,16810,39763,35280,40030,22462
2560,28598,22298,39009,13012,8742,26206
2561,43482,13517,21424,28080,45300,13922
2562,21607,27861,2857,31251,19770,31812
2563,49833,45753,5375,37973,11162,13003
2564,28140,12727,16933,10267,42424,6701
2565,47707,18225,49014,25786,47135,5342
2566,34093,6945,26864,38546,47563,43415
2567,38630,18302,2972,48371,24780,38593
2568,14176,39942,24136,7850,11463,26041
2569,48543,33643,39487,14413,49827,32082
2570,38298,17969,43185,31339,47781,29001
2571,47753,19059,48212,11380,15119,9330
2572,49949,42464,3787,44261,7051,19779
2573,5758,45849,38728,35290,35058,39747
2574,22541,49565,14393,9952,30924,8716
2575,6768,10554,15249,18642,19072,27131
2576,37087,26770,17743,12802,41352,37627
2577,45977,30533,38599,9283,31678,8231
2578,24464,6279,754,11860,27618,23296
2579,44461,32038,42289,25205,23034,5960
2580,28438,21697,7708,31655,24028,8611
2581,19559,32493,22535,37299,31939,37957
2582,13686,36143,44708,6626,14190,14237
2583,28524,28449,26262,10411,28545,26307
2584,43255,29949,2951,44061,12025,15888
2585,20835,8304,3811,7320,41921,8646
2586,39577,29147,6654,17880,9562,26056
2587,22366,6362,917,22292,24851,16150
2588,40821,40613,35149,15629,14644,6705
2589,41062,38583,1164,46339,35060,17719
2590,42275,28461,7076,9599,38171,32210
2591,48058,18461,3796,8295,27550,11047
2592,30213,43695,10584,19946,39224,23014
2593,14636,31162,4559,18344,45102,26604
2594,34412,40320,19379,27910,37750,18008
2595,49778,24894,38692,35149,34248,8130
2596,49832,5331,27397,18564,46042,40661
2597,21689,26075,25112,40992,33152,47554
2598,18180,31924,13922,37878,5567,23279
2599,48254,35942,1352,40630,41847,30515
2600,47289,32020,49527,7844,10901,13287
2601,33572,39163,9884,49748,28508,12920
2602,46096,36055,32337,43350,21530,30300
2603,47011,20244,20246,17473,37001,27567
2604,40930,13851,22396,38960,19710,27546
2605,46068,49367,35214,40632,48709,38882
2606,8515,46743,30390,47637,31079,20994
2607,14535,28034,49499,42078,12003,36141
2608,31024,38344,11399,8956,45051,9675
2609,13171,47552,29718,45933,15906,5612
2610,26189,27899,44150,19837,19706,18819
2611,48355,23557,19875,10681,33939,13166
2612,34493,47043,30409,42495,27963,10533
2613,40261,29094,11960,45478,17050,24315
2614,44995,13198,40223,9374,46067,34178
2615,10238,27945,23574,44005,43784,34153
2616,32810,6752,15764,39016,16570,29695
2617,17723,12482,7325,5365,15949,45554
2618,13762,33293,13434,36681,6821,22009
2619,37382,40716,3371,7512,46411,37024
2620,35138,33211,3904,48706,20291,22496
2621,32725,24735,22873,8659,6931,15619
2622,47272,10163,40208,42093,43983,28624
2623,26294,39585,32663,19503,37682,7532
2624,19307,8265,40010,9977,32204,29575
2625,32246,18525,9269,30664,34403,35963
2626,8332,39142,47376,45833,11976,33811
2627,17706,19232,35057,12286,25086,30815
2628,34895,27213,25671,33741,41987,27743
2629,20533,9057,23367,22072,46886,33570
2630,33173,45754,3276,16733,33970,48693
2631,24767,38815,5555,13767,30889,21241
2632,35867,21213,36697,18826,32275,38206
2633,29339,41945,42497,11220,35722,41466
2634,33043,6353,22338,37493,40788,36969
2635,41741,45155,1408,23792,45977,12658
2636,12721,42636,35275,30175,28580,7312
2637,38613,44786,5742,22983,6025,14716
2638,35301,47338,20677,41682,6821,31262
2639,34522,7936,41881,18489,44582,12020
2640,6407,22844,15237,22920,26089,16659
2641,22440,28827,44009,21913,16175,16346
2642,5767,12558,7987,8687,43710,49420
2643,36500,42674,27079,38479,45479,15511
2644,5595,38119,18941,17194,49605,46754
2645,35822,7890,22222,36416,25018,45681
2646,19193,40518,32362,35476,44606,29683
2647,20333,17838,10931,18436,28548,16539
2648,47374,30440,6316,26389,41778,19945
2649,48730,26148,37144,44743,20022,25566
2650,36631,45342,6339,39348,29959,12363
2651,17152,42317,48946,18681,46592,38086
2652,27474,38870,7783,17144,19651,20443
2653,33988,38263,43468,40703,46560,30258
2654,45328,15237,19566,9988,13355,26345
2655,36459,33861,42488,12787,24733,23576
2656,45410,32584,1333,19085,36049,17202
2657,15884,44079,6319,22545,16645,13067
2658,35914,18992,6208,10763,25459,9543
2659,20009,13191,45906,8956,48359,25783
2660,44325,24750,10442,24593,32336,21489
2661,47307,38292,1806,23297,14520,40651
2662,24886,17918,28399,18166,18499,6913
2663,11041,48924,12020,17098,27681,49880
2664,28616,19219,42686,28489,24904,21041
2665,35789,9661,8740,26413,47347,44521
2666,16012,40227,17954,28845,41579,31106
2667,10862,20940,1077,22120,43880,33966
2668,28393,44762,25317,46798,41223,24749
2669,38971,32379,36990,15362,29773,30752
2670,40485,14326,6235,16890,17744,12671
2671,48709,48013,28911,44398,44961,42975
2672,7002,46763,47462,7479,19079,30978
2673,24918,35758,41701,19984,39261,25038
2674,32724,8944,14744,23382,6827,30227
2675,21769,12348,47399,23055,36527,17121
2676,10935,25479,9274,27308,5608,8318
2677,42240,10593,35723,47779,5879,36747
2678,13375,31552,41710,37626,35823,19697
2679,11612,6976,47667,48204,33248,46177
2680,38953,32326,11287,24079,36137,44722
2681,5899,48765,10048,13299,33555,19761
2682,31097,15925,20710,14079,45470,14075
2683,31409,22181,730,24393,13066,27982
2684,39364,40366,45927,16345,45248,42425
2685,23165,49338,37236,40407,21386,40668
2686,40822,36605,21394,9706,20486,12092
2687,20961,27847,43598,19736,7391,23514
2688,12324,42714,2412,23329,5084,31548
2689,15654,36744,47209,47308,13793,33903
2690,9642,49674,6928,47670,39956,13150
2691,9213,37573,46005,8024,10970,41886
2692,23876,7449,42494,20315,36738,15870
2693,34190,41014,21440,24460,5619,11445
2694,47147,26540,33854,29089,41608,13394
2695,18342,34853,35358,35423,20865,41794
2696,23264,40482,43409,40050,41339,27411
2697,23300,33556,7460,41186,44162,35633
2698,6734,14072,19437,24464,29261,30493
2699,41774,20111,20779,41280,40299,9268
2700,21676,12293,10211,39080,5265,18237
2701,20247,11532,36481,11337,6151,43795
2702,25681,18475,3491,47499,21105,37089
2703,12672,21728,39784,49676,16923,25872
2704,36738,32326,46617,8803,31482,27488
2705,49032,47717,45045,23353,38435,9036
2706,34921,34006,44806,13615,47640,9954
